Tipo Muert.;Zona;Subzona;Distrito;Circuito;Cod. Subcircu;Subcircuito;provincia;código de provincia;cantón;código de cantón;Coord. Y;Coord. X;Area del Hecho;Lugar;Tipo Lugar;Fecha Infracción;Hora Infracción;Arma;Tipo Arma;Presun. Motiva.;Presun. Motiva. Obser;Probable Causa M.;Edad;Med. Edad;Sexo;Género;Etnia;Estado Civil;Nacionalidad;Discapacidad;Prof Reg Civ;Instrucción;Antecedentes
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;LA UNION;12D01C09S01;LA UNION 1;LOS RÍOS;12;BABAHOYO;1201;-1,751220;-79,438950;RURAL;VIA PUBLICA;PUBLICO;23/02/2024;16:00;ARMA DE FUEGO;FUSIL               ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;MONTE SINAI;09D08C05S06;MONTE SINAI 6;GUAYAS;9;GUAYAQUIL;901;-2,126570;-80,001930;URBANO;HOSPITALES;PRIVADO;07/02/2024;10:00;ARMA BLANCA;CUCHILLO            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA BLANCA;32;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 2;ORELLANA;ORELLANA LORETO;SAN LUIS DE ARMENIA;22D02C11S01;SAN LUIS DE ARMENIA 1;ORELLANA;22;PUERTO FRANCISCO DE ORELLANA;2201;-0,476330;-77,054910;RURAL;VIA PUBLICA;PUBLICO;24/02/2024;2:00;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MASCULINO;INDIGENA            ;NO DETERMINADO;ECUADOR;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 7;EL ORO;HUAQUILLAS;PALMALES;07D05C03S01;PALMALES 1;EL ORO;7;ARENILLAS;702;-3,669250;-80,101440;URBANO;VIA PUBLICA;PUBLICO;12/02/2024;22:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;31;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;PINTOR;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;MATA DE CACAO;12D01C12S03;MATA DE CACAO 3;LOS RÍOS;12;BABAHOYO;1201;-1,962770;-79,391430;RURAL;VIA PUBLICA;PUBLICO;24/02/2024;9:00;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;ROBO A PERSONAS;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;BACHILL. EN CIENCIAS;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;MATA DE CACAO;12D01C12S03;MATA DE CACAO 3;LOS RÍOS;12;BABAHOYO;1201;-1,962770;-79,391430;RURAL;VIA PUBLICA;PUBLICO;24/02/2024;9:00;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;ROBO A PERSONAS;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 7;EL ORO;SANTA ROSA;LAS PALMERAS;07D06C06S01;LAS PALMERAS 1;EL ORO;7;SANTA ROSA;712;-3,449580;-79,962740;URBANO;VIA PUBLICA;PUBLICO;07/02/2024;14:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;40;A;HOMBRE;SIN_DATO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;AGRICULTOR;SIN_DATO;SIN_DATO
HOMICIDIO;ZONA 2;PICHINCHA;CAYAMBE;TABACUNDO;17D10C07S01;TABACUNDO 1;PICHINCHA;17;PEDRO MONCAYO;1704;0,047770;-78,215480;URBANO;VIA PUBLICA;PUBLICO;23/02/2024;4:30;ARMA BLANCA;CUCHILLO            ;DELINCUENCIA COMUN;ROBO A PERSONAS;HERIDA POR ARMA BLANCA;20;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER TECNICO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;PROGRESO;PROGRESO;09D10C03S01;PROGRESO 1;GUAYAS;9;GUAYAQUIL;901;-2,213460;-80,101800;RURAL;VIA PUBLICA;PUBLICO;24/02/2024;1:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;36;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;INTELECTUAL;EMPLEADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;PROGRESO;PROGRESO;09D10C03S01;PROGRESO 1;GUAYAS;9;GUAYAQUIL;901;-2,213460;-80,101800;RURAL;VIA PUBLICA;PUBLICO;24/02/2024;1:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;SUR;7 LAGOS;09D01C04S03;7 LAGOS 3;GUAYAS;9;GUAYAQUIL;901;-2,246840;-79,884840;URBANO;VIA PUBLICA;PUBLICO;24/02/2024;20:15;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;37;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;BACHILLERATO;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;FORTIN;09D08C02S04;FORTIN 4;GUAYAS;9;GUAYAQUIL;901;-2,118240;-79,962970;URBANO;CASA/VILLA;PRIVADO;24/02/2024;8:41;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;49;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;MANTA;CUBA;13D02C10S04;CUBA 4;MANABÍ;13;MANTA;1308;-0,987630;-80,709720;URBANO;VIA PUBLICA;PUBLICO;24/02/2024;21:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;18;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;NINGUNA;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;ESTEROS;TRINITARIA NORTE;09D02C04S02;TRINITARIA NORTE 2;GUAYAS;9;GUAYAQUIL;901;-2,229420;-79,919380;URBANO;VIA PUBLICA;PUBLICO;24/02/2024;10:30;ARMA BLANCA;CUCHILLO            ;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;HERIDA POR ARMA BLANCA;39;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;PINTOR;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;RECREO;09D24C05S01;RECREO 1;GUAYAS;9;DURAN;907;-2,179820;-79,814480;URBANO;CANCHAS DE USO MULTIPLE;PUBLICO;24/02/2024;21:45;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;MONTE SINAI;09D08C05S06;MONTE SINAI 6;GUAYAS;9;GUAYAQUIL;901;-2,125970;-80,001120;URBANO;VIA PUBLICA;PUBLICO;24/02/2024;19:30;ARMA BLANCA;OTRO;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA BLANCA;32;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 6;CAÑAR;AZOGUES;AZOGUES OESTE;03D01C06S01;AZOGUES OESTE 1;CAÑAR;3;AZOGUES;301;-2,785480;-78,874690;RURAL;CASA/VILLA;PRIVADO;25/02/2024;1:20;ARMA BLANCA;CUCHILLO            ;DELINCUENCIA COMUN;ROBO A DOMICILIOS;HERIDA POR ARMA BLANCA;24;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;EMPLEADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;SUR;GUASMO;09D01C01S01;GUASMO 1;GUAYAS;9;GUAYAQUIL;901;-2,283410;-79,877790;URBANO;VIA PUBLICA;PUBLICO;24/02/2024;22:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
HOMICIDIO;ZONA 5;LOS RIOS;QUEVEDO;MOCACHE;12D03C11S01;MOCACHE 1;LOS RÍOS;12;MOCACHE;1212;-1,083940;-79,517700;URBANO;CASA/VILLA;PRIVADO;24/02/2024;22:30;ARMA BLANCA;CUCHILLO            ;VIOLENCIA COMUNITARIA;RIÑAS;HERIDA POR ARMA BLANCA;30;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER TECNICO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 7;EL ORO;MACHALA;LA PROVIDENCIA;07D02C10S01;LA PROVIDENCIA 1;EL ORO;7;MACHALA;701;-3,253690;-79,947390;URBANO;CASA/VILLA;PRIVADO;25/02/2024;7:25;ARMA BLANCA;CUCHILLO            ;DELINCUENCIA COMUN;ROBO A DOMICILIOS;HERIDA POR ARMA BLANCA;50;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;COMERCIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 7;EL ORO;PASAJE;OCHOA LEON;07D01C10S01;OCHOA LEON 1;EL ORO;7;PASAJE;709;-3,321350;-79,806470;RURAL;FINCA;PRIVADO;24/02/2024;23:00;ARMA BLANCA;MACHETE             ;VIOLENCIA COMUNITARIA;RIÑAS;HERIDA POR ARMA BLANCA;54;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;NEGOCIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;YAGUACHI;YAGUACHI NORTE;09D21C02S01;YAGUACHI NORTE 1;GUAYAS;9;SAN JACINTO DE YAGUACHI;920;-2,080890;-79,693900;RURAL;BOSQUE Y RESERVAS ECOLOGICAS;PUBLICO;24/02/2024;18:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;42;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;FISICA;ESTUDIANTE;BASICA;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BUENA FE;BUENA FE OESTE;12D06C03S01;BUENA FE OESTE 1;LOS RÍOS;12;BUENA FE;1210;-0,873300;-79,491410;RURAL;CASA/VILLA;PRIVADO;24/02/2024;23:30;ARMA DE FUEGO;OTRO;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;EMPLEADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BUENA FE;BUENA FE OESTE;12D06C03S01;BUENA FE OESTE 1;LOS RÍOS;12;BUENA FE;1210;-0,873300;-79,491410;RURAL;CASA/VILLA;PRIVADO;24/02/2024;23:30;ARMA DE FUEGO;OTRO;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;24 DE MAYO;24 DE MAYO;13D04C11S01;24 DE MAYO 1;MANABÍ;13;24 DE MAYO;1316;-1,228000;-80,421120;RURAL;VIA PUBLICA;PUBLICO;25/02/2024;21:45;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;31;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;BASICA;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;FLOR DE BASTION;09D08C04S06;FLOR DE BASTION 6;GUAYAS;9;GUAYAQUIL;901;-2,089010;-79,977220;URBANO;VIA PUBLICA;PUBLICO;25/02/2024;22:10;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;49;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;JORNALERO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;FLOR DE BASTION;09D08C04S08;FLOR DE BASTION 8;GUAYAS;9;GUAYAQUIL;901;-2,093360;-79,962290;URBANO;CASA/VILLA;PRIVADO;25/02/2024;22:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;LIBERTAD SALINAS;VIRGEN DEL CARMEN;24D02C02S02;VIRGEN DEL CARMEN 2;SANTA ELENA;24;LA LIBERTAD;2402;-2,245670;-80,913530;URBANO;VIA PUBLICA;PUBLICO;25/02/2024;22:05;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;33;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;COMERCIANTE;BASICA;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BUENA FE;BUENA FE ESTE;12D06C04S02;BUENA FE ESTE 2;LOS RÍOS;12;BUENA FE;1210;-0,899390;-79,483090;URBANO;CASA/VILLA;PRIVADO;25/02/2024;20:15;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;61;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;COMERCIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;BALZAR;BALZAR OESTE;09D13C01S01;BALZAR OESTE 1;GUAYAS;9;BALZAR;904;-1,369490;-79,908130;URBANO;HOSPITALES;PRIVADO;25/02/2024;17:30;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;ROBO EN EJES VIALES O CARRETERAS;HERIDA POR ARMA DE FUEGO;68;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;CHOFER PROFESIONAL;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;TERMINAL TERRESTRE;12D01C06S01;TERMINAL TERRESTRE 1;LOS RÍOS;12;BABAHOYO;1201;-1,807100;-79,537410;URBANO;VIA PUBLICA;PUBLICO;25/02/2024;21:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;41;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;BACHILLERATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;NARANJITO MARCELINO MARIDUEÑA;NARANJITO ESTE;09D18C01S02;NARANJITO ESTE 2;GUAYAS;9;NARANJITO;912;-2,099410;-79,449680;RURAL;RIO;PUBLICO;25/02/2024;16:15;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;NARANJITO MARCELINO MARIDUEÑA;NARANJITO ESTE;09D18C01S02;NARANJITO ESTE 2;GUAYAS;9;NARANJITO;912;-2,099410;-79,449680;RURAL;RIO;PUBLICO;25/02/2024;16:15;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;20;A;MUJER;FEMENINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;QUEVEDO;GALO PLAZA;12D03C05S02;GALO PLAZA 2;LOS RÍOS;12;QUEVEDO;1205;-1,009590;-79,478620;URBANO;VIA PUBLICA;PUBLICO;25/02/2024;21:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER COMER-ADM;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;LA HERRADURA;09D24C04S01;LA HERRADURA 1;GUAYAS;9;DURAN;907;-2,166980;-79,778290;URBANO;INTERIOR DE VEHICULO PARTICULAR;PRIVADO;26/02/2024;2:30;OTROS;NINGUNA;DELINCUENCIA COMUN;AMENAZA;ESTRANGULACION;28;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;BACHILLERATO;SIN_DATO
ASESINATO;ZONA 2;NAPO;TENA;AROSEMENA TOLA;15D01C03S01;AROSEMENA TOLA 1;NAPO;15;CARLOS JULIO AROSEMENA TOLA;1509;-1,190130;-77,872330;RURAL;CASA/VILLA;PRIVADO;26/02/2024;0:13;ARMA DE FUEGO;REVOLVER            ;VIOLENCIA COMUNITARIA;DEUDAS;HERIDA POR ARMA DE FUEGO;46;A;HOMBRE;MASCULINO;MESTIZO/A;DIVORCIADO;ECUADOR;NINGUNA;EMPLEADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;NUEVA PROSPERINA;09D08C01S03;NUEVA PROSPERINA 3;GUAYAS;9;GUAYAQUIL;901;-2,120630;-79,965530;URBANO;VIA PUBLICA;PUBLICO;26/02/2024;11:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ALBANIL;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;ESMERALDAS;ESMERALDAS;SANTA MARTHA;08D01C12S01;SANTA MARTHA 1;ESMERALDAS;8;ESMERALDAS;801;0,971250;-79,649180;URBANO;VIA PUBLICA;PUBLICO;26/02/2024;4:30;OTROS;NINGUNA;DELINCUENCIA COMUN;AMENAZA;HERIDAS CONTUSAS;39;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;POLICIA;SECUNDARIA;SIN_DATO
ASESINATO;ZONA 4;MANABI;24 DE MAYO;CHAMUCAME;13D04C04S01;CHAMUCAME 1;MANABÍ;13;SANTA ANA;1313;-1,276880;-80,294020;RURAL;CASA/VILLA;PRIVADO;26/02/2024;17:10;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;53;A;HOMBRE;MASCULINO;MESTIZO/A;VIUDO;ECUADOR;NINGUNA;EBANISTA;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;SUR;GUASMO;09D01C01S02;GUASMO 2;GUAYAS;9;GUAYAQUIL;901;-2,274080;-79,880060;URBANO;VIA PUBLICA;PUBLICO;26/02/2024;23:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;29;A;MUJER;FEMENINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO OESTE;PUERTO LIMON;23D02C11S01;PUERTO LIMON 1;STO DGO DE LOS TSÁCHILAS;23;SANTO DOMINGO;2301;-0,388930;-79,374850;RURAL;VIA PUBLICA;PUBLICO;22/02/2024;23:00;ARMA DE FUEGO;OTRO;DELINCUENCIA COMUN;ROBO DE CARROS;HERIDA POR ARMA DE FUEGO;40;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;EMPLEADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;MATA DE CACAO;12D01C12S03;MATA DE CACAO 3;LOS RÍOS;12;BABAHOYO;1201;-1,959730;-79,401710;RURAL;BODEGAS;PRIVADO;26/02/2024;19:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;NINGUNA;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;MATA DE CACAO;12D01C12S03;MATA DE CACAO 3;LOS RÍOS;12;BABAHOYO;1201;-1,959730;-79,401710;RURAL;BODEGAS;PRIVADO;26/02/2024;19:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;37;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILL. EN CIENCIAS;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;PEDERNALES;BECHE;13D10C04S01;BECHE 1;MANABÍ;13;PEDERNALES;1317;0,206910;-79,809030;RURAL;FINCA;PRIVADO;26/02/2024;16:20;ARMA BLANCA;MACHETE             ;VIOLENCIA COMUNITARIA;RIÑAS;HERIDA POR ARMA BLANCA;21;A;HOMBRE;FEMENINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;NINGUNA;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;MODELO;ATARAZANA;09D05C01S05;ATARAZANA 5;GUAYAS;9;GUAYAQUIL;901;-2,150600;-79,886610;URBANO;VIA PUBLICA;PUBLICO;24/02/2024;1:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;ROBO DE CARROS;HERIDA POR ARMA DE FUEGO;37;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;BACHILLERATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;LA HERRADURA;09D24C04S01;LA HERRADURA 1;GUAYAS;9;DURAN;907;-2,157630;-79,800260;URBANO;VIA PUBLICA;PUBLICO;27/02/2024;11:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;MATA DE CACAO;12D01C12S03;MATA DE CACAO 3;LOS RÍOS;12;BABAHOYO;1201;-1,946030;-79,406950;RURAL;VIA PUBLICA;PUBLICO;27/02/2024;16:45;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;42;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;NUEVO GUAYAQUIL;09D08C06S03;NUEVO GUAYAQUIL 3;GUAYAS;9;GUAYAQUIL;901;-2,106730;-79,968910;URBANO;VIA PUBLICA;PUBLICO;27/02/2024;17:30;ARMA BLANCA;OTRO;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA BLANCA;44;A;HOMBRE;MASCULINO;OTROS;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;24 DE MAYO;SAN ROQUE;13D04C14S01;SAN ROQUE 1;MANABÍ;13;OLMEDO;1318;-1,341400;-80,175350;RURAL;VIA PUBLICA;PUBLICO;27/02/2024;12:30;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;ROBO EN EJES VIALES O CARRETERAS;HERIDA POR ARMA DE FUEGO;47;A;HOMBRE;MASCULINO;MONTUBIO/A;CASADO;ECUADOR;NINGUNA;COMERCIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;24 DE MAYO;SAN ROQUE;13D04C14S01;SAN ROQUE 1;MANABÍ;13;OLMEDO;1318;-1,381600;-80,229750;RURAL;VIA PUBLICA;PUBLICO;27/02/2024;21:30;ARMA DE FUEGO;OTRO;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MASCULINO;OTROS;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;LA UNION;12D01C09S01;LA UNION 1;LOS RÍOS;12;BABAHOYO;1201;-1,708970;-79,393280;RURAL;VIA PUBLICA;PUBLICO;28/02/2024;4:30;ARMA DE FUEGO;OTROS ARMA LARGA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;OBRERO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;NARANJAL BALAO;TAURA;09D12C06S01;TAURA 1;GUAYAS;9;NARANJAL;911;-2,363820;-79,482220;RURAL;VIA PUBLICA;PUBLICO;23/02/2024;1:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;ROBO DE CARROS;HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
