codigo_iccs;subtipo_objeto_robado;nombre_objeto;cantidad;calibre;clase_arma;calidad_de;fabricacion;fecha_evento;hora_evento;tipo_lugar;lugar;codigo_zona;codigo_distrito;codigo_circuito;codigo_subcircuito;nombre_zona;nombre_distrito;nombre_circuito;nombre_subcircuito;codigo_provincia;codigo_canton;codigo_parroquia;nombre_provincia;nombre_canton;nombre_parroquia;tipo_delito;delito;modalidad
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;23/01/2024;13:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D07;13D07C03;13D07C03S01;ZONA 4;CHONE;SAN ANDRES;SAN ANDRES 1;13;1303;130350;MANABI;CHONE;CHONE;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;IMPORTADA;24/01/2024;21:10;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 4;13D01;13D01C03;13D01C03S01;ZONA 4;PORTOVIEJO;LOS CEREZOS;LOS CEREZOS 1;13;1301;130150;MANABI;PORTOVIEJO;PORTOVIEJO;DELITOS CONTRA EL DERECHO A LA PROPIEDAD;ROBO DE MOTOS;ASALTO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;24/01/2024;19:10;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D05;13D05C06;13D05C06S02;ZONA 4;EL CARMEN;SAN PEDRO DE SUMA;SAN PEDRO DE SUMA 2;13;1304;130452;MANABI;EL CARMEN;SAN PEDRO DE SUMA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;25/01/2024;20:00;VIVIENDA/ALOJAMIENTO;FINCA;ZONA 4;13D07;13D07C09;13D07C09S01;ZONA 4;CHONE;BOYACA;BOYACA 1;13;1303;130351;MANABI;CHONE;BOYACA;DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;20/02/2024;12:35;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D03;12D03C02;12D03C02S02;ZONA 5;QUEVEDO;CONTROL;CONTROL 2;12;1205;120550;LOS RIOS;QUEVEDO;QUEVEDO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.22;TIRO A TIRO;APREHENDIDO;ARTESANAL;19/02/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D05;12D05C01;12D05C01S01;ZONA 5;VINCES;ANTONIO SOTOMAYOR;ANTONIO SOTOMAYOR 1;12;1208;120851;LOS RIOS;VINCES;ANTONIO SOTOMAYOR (CAB. EN PLAYAS DE VINCES);DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;26/01/2024;11:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D03;13D03C11;13D03C11S01;ZONA 4;JIPIJAPA;PUERTO LOPEZ;PUERTO LOPEZ 1;13;1319;131950;MANABI;PUERTO LOPEZ;PUERTO LOPEZ;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TRÁFICO ILÍCITO DE ARMAS DE FUEGO, ARMAS QUÍMICAS, NUCLEARES O BIOLÓGICAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;OTRO;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;26/01/2024;11:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D03;13D03C11;13D03C11S01;ZONA 4;JIPIJAPA;PUERTO LOPEZ;PUERTO LOPEZ 1;13;1319;131950;MANABI;PUERTO LOPEZ;PUERTO LOPEZ;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TRÁFICO ILÍCITO DE ARMAS DE FUEGO, ARMAS QUÍMICAS, NUCLEARES O BIOLÓGICAS;SIN_DATO
05.02.004;ARMA DE FUEGO;CARABINAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;19/02/2024;12:30;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D01;12D01C17;12D01C17S02;ZONA 5;BABAHOYO;GUARE DE BABA;GUARE DE BABA 2;12;1202;120251;LOS RIOS;BABA;GUARE;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.22;SE DESCONOCE;APREHENDIDO;ARTESANAL;19/02/2024;12:30;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D01;12D01C17;12D01C17S02;ZONA 5;BABAHOYO;GUARE DE BABA;GUARE DE BABA 2;12;1202;120251;LOS RIOS;BABA;GUARE;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.008;ARMA DE FUEGO;FUSILES;1;223(5.56 mm);AUTOMÁTICO;APREHENDIDO;IMPORTADA;26/01/2024;11:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D03;13D03C11;13D03C11S01;ZONA 4;JIPIJAPA;PUERTO LOPEZ;PUERTO LOPEZ 1;13;1319;131950;MANABI;PUERTO LOPEZ;PUERTO LOPEZ;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TRÁFICO ILÍCITO DE ARMAS DE FUEGO, ARMAS QUÍMICAS, NUCLEARES O BIOLÓGICAS;SIN_DATO
05.02.008;ARMA DE FUEGO;FUSILES;1;.308(7.62 mm);AUTOMÁTICO;APREHENDIDO;ARTESANAL;26/01/2024;11:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D03;13D03C11;13D03C11S01;ZONA 4;JIPIJAPA;PUERTO LOPEZ;PUERTO LOPEZ 1;13;1319;131950;MANABI;PUERTO LOPEZ;PUERTO LOPEZ;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TRÁFICO ILÍCITO DE ARMAS DE FUEGO, ARMAS QUÍMICAS, NUCLEARES O BIOLÓGICAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;OTRO;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;17/02/2024;17:10;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D03;12D03C04;12D03C04S01;ZONA 5;QUEVEDO;LA MERCED;LA MERCED 1;12;1205;120550;LOS RIOS;QUEVEDO;QUEVEDO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.008;ARMA DE FUEGO;FUSILES;1;.308(7.62 mm);AUTOMÁTICO;APREHENDIDO;ARTESANAL;26/01/2024;11:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D03;13D03C11;13D03C11S01;ZONA 4;JIPIJAPA;PUERTO LOPEZ;PUERTO LOPEZ 1;13;1319;131950;MANABI;PUERTO LOPEZ;PUERTO LOPEZ;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TRÁFICO ILÍCITO DE ARMAS DE FUEGO, ARMAS QUÍMICAS, NUCLEARES O BIOLÓGICAS;SIN_DATO
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;ABANDONADO;ARTESANAL;18/02/2024;11:50;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D06;12D06C09;12D06C09S01;ZONA 5;BUENA FE;EL VERGEL SUR;EL VERGEL SUR 1;12;1211;121150;LOS RIOS;VALENCIA;VALENCIA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;.38;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;17/02/2024;12:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D02;12D02C02;12D02C02S01;ZONA 5;PUEBLOVIEJO;SAN JUAN;SAN JUAN 1;12;1204;120452;LOS RIOS;PUEBLOVIEJO;SAN JUAN;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;ABANDONADO;IMPORTADA;31/01/2024;17:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D09;13D09C04;13D09C04S01;ZONA 4;PAJAN;LASCANO;LASCANO 1;13;1310;131054;MANABI;PAJAN;LASCANO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;ABANDONADO;IMPORTADA;31/01/2024;17:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D09;13D09C04;13D09C04S01;ZONA 4;PAJAN;LASCANO;LASCANO 1;13;1310;131054;MANABI;PAJAN;LASCANO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.22;SE DESCONOCE;APREHENDIDO;IMPORTADA;16/02/2024;18:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D03;12D03C05;12D03C05S03;ZONA 5;QUEVEDO;GALO PLAZA;GALO PLAZA 3;12;1205;120550;LOS RIOS;QUEVEDO;QUEVEDO;DELITOS CONTRA EL DERECHO A LA PROPIEDAD;ROBO A PERSONAS;ASALTO
05.02.004;ARMA DE FUEGO;CARABINAS;1;OTRO;TIRO A TIRO;ABANDONADO;ARTESANAL;31/01/2024;17:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D09;13D09C04;13D09C04S01;ZONA 4;PAJAN;LASCANO;LASCANO 1;13;1310;131054;MANABI;PAJAN;LASCANO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.15.001;ARMAS DE FOGUEO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;ABANDONADO;IMPORTADA;31/01/2024;17:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D09;13D09C04;13D09C04S01;ZONA 4;PAJAN;LASCANO;LASCANO 1;13;1310;131054;MANABI;PAJAN;LASCANO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;02/02/2024;7:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D10;13D10C03;13D10C03S01;ZONA 4;PEDERNALES;PEDERNALES NORTE;PEDERNALES NORTE 1;13;1317;131750;MANABI;PEDERNALES;PEDERNALES;DELITOS CONTRA PERSONAS Y BIENES PROTEGIDOS POR EL DERECHO INTERNACIONAL HUMANITARIO;UTILIZACIÓN DE ARMAS PROHIBIDAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.32;SE DESCONOCE;ABANDONADO;IMPORTADA;03/02/2024;17:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D02;13D02C20;13D02C20S01;ZONA 4;MANTA;JARAMIJO;JARAMIJO 1;13;1321;132150;MANABI;JARAMIJO;JARAMIJO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;05/02/2024;7:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D03;13D03C04;13D03C04S01;ZONA 4;JIPIJAPA;JIPIJAPA;JIPIJAPA 1;13;1306;130650;MANABI;JIPIJAPA;JIPIJAPA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.004;ARMA DE FUEGO;CARABINAS;1;OTRO;TIRO A TIRO;APREHENDIDO;IMPORTADA;06/02/2024;19:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D05;13D05C01;13D05C01S01;ZONA 4;EL CARMEN;LA BRAMADORA;LA BRAMADORA 1;13;1304;130450;MANABI;EL CARMEN;EL CARMEN;TERRORISMO Y SU FINANCIACIÓN;DELINCUENCIA ORGANIZADA;SIN_DATO
05.02.004;ARMA DE FUEGO;CARABINAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;06/02/2024;19:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D05;13D05C01;13D05C01S01;ZONA 4;EL CARMEN;LA BRAMADORA;LA BRAMADORA 1;13;1304;130450;MANABI;EL CARMEN;EL CARMEN;TERRORISMO Y SU FINANCIACIÓN;DELINCUENCIA ORGANIZADA;SIN_DATO
05.02.008;ARMA DE FUEGO;FUSILES;1;223(5.56 mm);AUTOMÁTICO;APREHENDIDO;IMPORTADA;06/02/2024;19:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D05;13D05C01;13D05C01S01;ZONA 4;EL CARMEN;LA BRAMADORA;LA BRAMADORA 1;13;1304;130450;MANABI;EL CARMEN;EL CARMEN;TERRORISMO Y SU FINANCIACIÓN;DELINCUENCIA ORGANIZADA;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;ARTESANAL;07/02/2024;17:55;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D01;13D01C01;13D01C01S02;ZONA 4;PORTOVIEJO;COLON;COLON 2;13;1301;130150;MANABI;PORTOVIEJO;PORTOVIEJO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;22/01/2024;19:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 3;05D05;05D05C02;05D05C02S01;ZONA 3;SIGCHOS;LAS PAMPAS;LAS PAMPAS 1;5;507;50753;COTOPAXI;SIGCHOS;LAS PAMPAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;RETENIDO;ARTESANAL;08/02/2024;23:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D01;13D01C05;13D01C05S02;ZONA 4;PORTOVIEJO;SAN PABLO;SAN PABLO 2;13;1301;130150;MANABI;PORTOVIEJO;PORTOVIEJO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;OTRO;SEMI AUTOMÁTICO;ABANDONADO;IMPORTADA;09/02/2024;7:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D10;13D10C02;13D10C02S01;ZONA 4;PEDERNALES;PEDERNALES SUR;PEDERNALES SUR 1;13;1317;131750;MANABI;PEDERNALES;PEDERNALES;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;OTRO;SE DESCONOCE;APREHENDIDO;IMPORTADA;11/02/2024;11:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 3;05D03;05D03C01;05D03C01S01;ZONA 3;PANGUA;MORASPUNGO;MORASPUNGO 1;5;503;50351;COTOPAXI;PANGUA;MORASPUNGO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;ARTESANAL;10/02/2024;1:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D01;13D01C07;13D01C07S02;ZONA 4;PORTOVIEJO;PICOAZA;PICOAZA 2;13;1301;130150;MANABI;PORTOVIEJO;PORTOVIEJO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;RETENIDO;ARTESANAL;10/02/2024;18:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 4;13D01;13D01C05;13D01C05S02;ZONA 4;PORTOVIEJO;SAN PABLO;SAN PABLO 2;13;1301;130150;MANABI;PORTOVIEJO;PORTOVIEJO;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;RETENIDO;ARTESANAL;11/02/2024;19:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D01;13D01C04;13D01C04S02;ZONA 4;PORTOVIEJO;EL FLORON;EL FLORON 2;13;1301;130150;MANABI;PORTOVIEJO;PORTOVIEJO;DELITOS CONTRA EL DERECHO A LA PROPIEDAD;ROBO A PERSONAS;ASALTO
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;11/02/2024;18:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D01;13D01C06;13D01C06S03;ZONA 4;PORTOVIEJO;PORTOVIEJO;PORTOVIEJO 3;13;1301;130150;MANABI;PORTOVIEJO;PORTOVIEJO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;IMPORTADA;13/02/2024;17:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D09;13D09C01;13D09C01S01;ZONA 4;PAJAN;MONUMENTOS;MONUMENTOS 1;13;1310;131050;MANABI;PAJAN;PAJAN;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.004;ARMA DE FUEGO;CARABINAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;19/01/2024;22:10;ÁREAS DE ACCESO PUBLICO;TERRENO BALDÍO;ZONA 5;12D03;12D03C11;12D03C11S02;ZONA 5;QUEVEDO;MOCACHE;MOCACHE 2;12;1212;121250;LOS RIOS;MOCACHE;MOCACHE;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.32;SE DESCONOCE;APREHENDIDO;IMPORTADA;21/01/2024;23:20;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D03;12D03C07;12D03C07S02;ZONA 5;QUEVEDO;7 DE OCTUBRE;7 DE OCTUBRE 2;12;1205;120550;LOS RIOS;QUEVEDO;QUEVEDO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;21/01/2024;16:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D01;12D01C12;12D01C12S01;ZONA 5;BABAHOYO;MATA DE CACAO;MATA DE CACAO 1;12;1201;120153;LOS RIOS;BABAHOYO;FEBRES CORDERO (LAS JUNTAS);DELITOS CONTRA EL DERECHO A LA PROPIEDAD;EXTORSIÓN;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;ABANDONADO;ARTESANAL;24/01/2024;4:00;ÁREAS DE ACCESO PUBLICO;TERRENO BALDÍO;ZONA 5;12D04;12D04C07;12D04C07S01;ZONA 5;VENTANAS;QUINSALOMA;QUINSALOMA 1;12;1213;121350;LOS RIOS;QUINSALOMA;QUINSALOMA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;ARTESANAL;24/01/2024;4:30;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D04;12D04C07;12D04C07S01;ZONA 5;VENTANAS;QUINSALOMA;QUINSALOMA 1;12;1213;121350;LOS RIOS;QUINSALOMA;QUINSALOMA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;DECOMISO;IMPORTADA;14/02/2024;9:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D10;13D10C08;13D10C08S01;ZONA 4;PEDERNALES;JAMA;JAMA 1;13;1320;132050;MANABI;JAMA;JAMA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;ARTESANAL;25/01/2024;9:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D01;12D01C08;12D01C08S01;ZONA 5;BABAHOYO;UNIVERSIDAD;UNIVERSIDAD 1;12;1201;120150;LOS RIOS;BABAHOYO;BABAHOYO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;ARTESANAL;25/01/2024;9:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D01;12D01C08;12D01C08S01;ZONA 5;BABAHOYO;UNIVERSIDAD;UNIVERSIDAD 1;12;1201;120150;LOS RIOS;BABAHOYO;BABAHOYO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;DECOMISO;ARTESANAL;14/02/2024;9:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D10;13D10C08;13D10C08S01;ZONA 4;PEDERNALES;JAMA;JAMA 1;13;1320;132050;MANABI;JAMA;JAMA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;25/01/2024;9:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D01;12D01C08;12D01C08S01;ZONA 5;BABAHOYO;UNIVERSIDAD;UNIVERSIDAD 1;12;1201;120150;LOS RIOS;BABAHOYO;BABAHOYO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;DECOMISO;ARTESANAL;14/02/2024;9:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D10;13D10C08;13D10C08S01;ZONA 4;PEDERNALES;JAMA;JAMA 1;13;1320;132050;MANABI;JAMA;JAMA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;ARTESANAL;25/01/2024;9:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D01;12D01C08;12D01C08S01;ZONA 5;BABAHOYO;UNIVERSIDAD;UNIVERSIDAD 1;12;1201;120150;LOS RIOS;BABAHOYO;BABAHOYO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;DECOMISO;ARTESANAL;14/02/2024;9:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D10;13D10C08;13D10C08S01;ZONA 4;PEDERNALES;JAMA;JAMA 1;13;1320;132050;MANABI;JAMA;JAMA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.008;ARMA DE FUEGO;FUSILES;1;223(5.56 mm);AUTOMÁTICO;APREHENDIDO;IMPORTADA;25/01/2024;9:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D01;12D01C08;12D01C08S01;ZONA 5;BABAHOYO;UNIVERSIDAD;UNIVERSIDAD 1;12;1201;120150;LOS RIOS;BABAHOYO;BABAHOYO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;14/02/2024;9:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D10;13D10C08;13D10C08S01;ZONA 4;PEDERNALES;JAMA;JAMA 1;13;1320;132050;MANABI;JAMA;JAMA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;ABANDONADO;ARTESANAL;25/01/2024;1:50;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D03;12D03C11;12D03C11S01;ZONA 5;QUEVEDO;MOCACHE;MOCACHE 1;12;1212;121250;LOS RIOS;MOCACHE;MOCACHE;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
