codigo_iccs;subtipo_objeto_robado;nombre_objeto;cantidad;calibre;clase_arma;calidad_de;fabricacion;fecha_evento;hora_evento;tipo_lugar;lugar;codigo_zona;codigo_distrito;codigo_circuito;codigo_subcircuito;nombre_zona;nombre_distrito;nombre_circuito;nombre_subcircuito;codigo_provincia;codigo_canton;codigo_parroquia;nombre_provincia;nombre_canton;nombre_parroquia;tipo_delito;delito;modalidad
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;16/01/2024;18:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 1;08D01;08D01C07;08D01C07S01;ZONA 1;ESMERALDAS;COLECTIVA;COLECTIVA 1;8;801;80150;ESMERALDAS;ESMERALDAS;ESMERALDAS;TERRORISMO Y SU FINANCIACIÓN;TERRORISMO;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;16/01/2024;16:40;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS RSCN MIXTO-COTOPAXI;ZONA 3;05D01;05D01C18;05D01C18S02;ZONA 3;LATACUNGA;GUAYTACAMA;GUAYTACAMA 2;5;501;50153;COTOPAXI;LATACUNGA;GUAITACAMA (GUAYTACAMA);DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA;INGRESO DE ARTÍCULOS PROHIBIDOS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;16/01/2024;16:40;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS RSCN MIXTO-COTOPAXI;ZONA 3;05D01;05D01C18;05D01C18S02;ZONA 3;LATACUNGA;GUAYTACAMA;GUAYTACAMA 2;5;501;50153;COTOPAXI;LATACUNGA;GUAITACAMA (GUAYTACAMA);DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA;INGRESO DE ARTÍCULOS PROHIBIDOS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;16/01/2024;16:40;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS RSCN MIXTO-COTOPAXI;ZONA 3;05D01;05D01C18;05D01C18S02;ZONA 3;LATACUNGA;GUAYTACAMA;GUAYTACAMA 2;5;501;50153;COTOPAXI;LATACUNGA;GUAITACAMA (GUAYTACAMA);DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA;INGRESO DE ARTÍCULOS PROHIBIDOS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;ENCONTRADA;ARTESANAL;16/01/2024;14:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 8;09D03;09D03C05;09D03C05S02;ZONA 8;9 DE OCTUBRE;VENEZUELA;VENEZUELA 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;RETENIDO;IMPORTADA;16/01/2024;17:50;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;23D01;23D01C16;23D01C16S01;ZONA 4;SANTO DOMINGO ESTE;LUZ DE AMERICA;LUZ DE AMERICA 1;23;2301;230153;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;LUZ DE AMERICA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;RETENIDO;ARTESANAL;16/01/2024;17:50;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;23D01;23D01C16;23D01C16S01;ZONA 4;SANTO DOMINGO ESTE;LUZ DE AMERICA;LUZ DE AMERICA 1;23;2301;230153;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;LUZ DE AMERICA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;RETENIDO;ARTESANAL;16/01/2024;17:50;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;23D01;23D01C16;23D01C16S01;ZONA 4;SANTO DOMINGO ESTE;LUZ DE AMERICA;LUZ DE AMERICA 1;23;2301;230153;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;LUZ DE AMERICA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;RETENIDO;IMPORTADA;16/01/2024;17:50;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;23D01;23D01C16;23D01C16S01;ZONA 4;SANTO DOMINGO ESTE;LUZ DE AMERICA;LUZ DE AMERICA 1;23;2301;230153;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;LUZ DE AMERICA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;ABANDONADO;IMPORTADA;16/01/2024;13:20;ÁREAS DE ACCESO PUBLICO;PARADA DE BUSES;ZONA 5;09D17;09D17C13;09D17C13S01;ZONA 5;MILAGRO;CHOBO;CHOBO 1;9;910;91051;GUAYAS;MILAGRO;CHOBO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;16/01/2024;11:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D04;13D04C11;13D04C11S01;ZONA 4;24 DE MAYO;24 DE MAYO;24 DE MAYO 1;13;1316;131650;MANABI;24 DE MAYO;SUCRE;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.011;ARMA DE FUEGO;OTROS ARMAS CORTAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;16/01/2024;18:00;ÁREAS DE ACCESO PUBLICO;TERRENO BALDÍO;ZONA 4;23D01;23D01C05;23D01C05S01;ZONA 4;SANTO DOMINGO ESTE;3 DE JULIO;3 DE JULIO 1;23;2301;230150;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;SIN_DATO
05.02.018;ARMA DE FUEGO;TRUFLAYS;1;OTRO;SE DESCONOCE;ABANDONADO;ARTESANAL;17/01/2024;4:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;23D01;23D01C03;23D01C03S02;ZONA 4;SANTO DOMINGO ESTE;SANTA MARTHA NORTE;SANTA MARTHA NORTE 2;23;2301;230150;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;DELITOS CONTRA EL DERECHO A LA PROPIEDAD;ROBO A PERSONAS;ASALTO
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;SE DESCONOCE;ABANDONADO;ARTESANAL;17/01/2024;4:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;23D01;23D01C03;23D01C03S02;ZONA 4;SANTO DOMINGO ESTE;SANTA MARTHA NORTE;SANTA MARTHA NORTE 2;23;2301;230150;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;DELITOS CONTRA EL DERECHO A LA PROPIEDAD;ROBO A PERSONAS;ASALTO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;APREHENDIDO;IMPORTADA;16/01/2024;14:45;UNIDADES DE REACCIÓN Y EMERGENCIA;FUERZAS ARMADAS;ZONA 1;08D04;08D04C04;08D04C04S01;ZONA 1;QUININDE;LA SEXTA;LA SEXTA 1;8;804;80450;ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);TERRORISMO Y SU FINANCIACIÓN;TERRORISMO;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;TIRO A TIRO;APREHENDIDO;IMPORTADA;16/01/2024;14:45;UNIDADES DE REACCIÓN Y EMERGENCIA;FUERZAS ARMADAS;ZONA 1;08D04;08D04C04;08D04C04S01;ZONA 1;QUININDE;LA SEXTA;LA SEXTA 1;8;804;80450;ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);TERRORISMO Y SU FINANCIACIÓN;TERRORISMO;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;AUTOMÁTICO;APREHENDIDO;IMPORTADA;16/01/2024;14:45;UNIDADES DE REACCIÓN Y EMERGENCIA;FUERZAS ARMADAS;ZONA 1;08D04;08D04C04;08D04C04S01;ZONA 1;QUININDE;LA SEXTA;LA SEXTA 1;8;804;80450;ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);TERRORISMO Y SU FINANCIACIÓN;TERRORISMO;SIN_DATO
05.02.004;ARMA DE FUEGO;CARABINAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;16/01/2024;14:45;UNIDADES DE REACCIÓN Y EMERGENCIA;FUERZAS ARMADAS;ZONA 1;08D04;08D04C04;08D04C04S01;ZONA 1;QUININDE;LA SEXTA;LA SEXTA 1;8;804;80450;ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);TERRORISMO Y SU FINANCIACIÓN;TERRORISMO;SIN_DATO
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;AUTOMÁTICO;APREHENDIDO;ARTESANAL;16/01/2024;14:45;UNIDADES DE REACCIÓN Y EMERGENCIA;FUERZAS ARMADAS;ZONA 1;08D04;08D04C04;08D04C04S01;ZONA 1;QUININDE;LA SEXTA;LA SEXTA 1;8;804;80450;ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);TERRORISMO Y SU FINANCIACIÓN;TERRORISMO;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SE DESCONOCE;RETENIDO;IMPORTADA;17/01/2024;4:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;23D01;23D01C04;23D01C04S02;ZONA 4;SANTO DOMINGO ESTE;SANTA MARTHA SUR;SANTA MARTHA SUR 2;23;2301;230150;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;ENCONTRADA;IMPORTADA;16/01/2024;21:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;09D12;09D12C04;09D12C04S02;ZONA 5;NARANJAL BALAO;NARANJAL SUR;NARANJAL SUR 2;9;911;91150;GUAYAS;NARANJAL;NARANJAL;DELITOS CONTRA EL DERECHO A LA PROPIEDAD;ROBO DE CARROS;ESTRUCHE
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;17/01/2024;2:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 1;08D02;08D02C02;08D02C02S02;ZONA 1;ELOY ALFARO;ANCHAYACU;ANCHAYACU 2;8;802;80258;ESMERALDAS;ELOY ALFARO;SAN FRANCISCO DE ONZOLE;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;17/01/2024;11:45;ÁREAS DEDICADAS AL COMERCIO;FERRETERÍA;ZONA 1;08D05;08D05C04;08D05C04S02;ZONA 1;SAN LORENZO;CARONDELET;CARONDELET 2;8;805;80553;ESMERALDAS;SAN LORENZO;CALDERON;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;ARTESANAL;17/01/2024;12:00;ÁREAS DE ACCESO PUBLICO;TERRENO BALDÍO;ZONA 4;23D02;23D02C01;23D02C01S02;ZONA 4;SANTO DOMINGO OESTE;JUAN EULOGIO;JUAN EULOGIO 2;23;2301;230150;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;SIN_DATO
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;APREHENDIDO;IMPORTADA;17/01/2024;12:00;ÁREAS DE ACCESO PUBLICO;TERRENO BALDÍO;ZONA 4;23D02;23D02C01;23D02C01S02;ZONA 4;SANTO DOMINGO OESTE;JUAN EULOGIO;JUAN EULOGIO 2;23;2301;230150;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN;SIN_DATO
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;SE DESCONOCE;RETENIDO;ARTESANAL;17/01/2024;15:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;23D02;23D02C03;23D02C03S02;ZONA 4;SANTO DOMINGO OESTE;BOMBOLI;BOMBOLI 2;23;2301;230150;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;DELITOS CONTRA LA INTEGRIDAD PERSONAL;INTIMIDACIÓN;SIN_DATO
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;17/01/2024;18:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;08D03;08D03C05;08D03C05S02;ZONA 1;ATACAMES;ATACAMES;ATACAMES 2;8;806;80650;ESMERALDAS;ATACAMES;ATACAMES;DELITOS CONTRA PERSONAS Y BIENES PROTEGIDOS POR EL DERECHO INTERNACIONAL HUMANITARIO;ARMAS PROHIBIDAS POR EL DERECHO INTERNACIONAL HUMANITARIO;SIN_DATO
05.02.011;ARMA DE FUEGO;OTROS ARMAS CORTAS;1;.38;TIRO A TIRO;APREHENDIDO;ARTESANAL;17/01/2024;18:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;08D03;08D03C05;08D03C05S02;ZONA 1;ATACAMES;ATACAMES;ATACAMES 2;8;806;80650;ESMERALDAS;ATACAMES;ATACAMES;DELITOS CONTRA PERSONAS Y BIENES PROTEGIDOS POR EL DERECHO INTERNACIONAL HUMANITARIO;ARMAS PROHIBIDAS POR EL DERECHO INTERNACIONAL HUMANITARIO;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;DECOMISO;IMPORTADA;17/01/2024;14:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 5;12D03;12D03C10;12D03C10S01;ZONA 5;QUEVEDO;ALEJO LASCANO;ALEJO LASCANO 1;12;1212;121250;LOS RIOS;MOCACHE;MOCACHE;DELITOS CONTRA EL DERECHO A LA PROPIEDAD;EXTORSIÓN;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;18/01/2024;2:20;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 8;09D01;09D01C01;09D01C01S01;ZONA 8;SUR;GUASMO;GUASMO 1;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;DECOMISO;IMPORTADA;17/01/2024;10:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 5;09D15;09D15C06;09D15C06S01;ZONA 5;EL EMPALME;EMPALME CENTRO;EMPALME CENTRO 1;9;908;90850;GUAYAS;EMPALME;VELASCO IBARRA (CAB. EL EMPALME);TERRORISMO Y SU FINANCIACIÓN;ASOCIACIÓN ILÍCITA;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;OTRO;SE DESCONOCE;ABANDONADO;IMPORTADA;18/01/2024;11:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 9;17D08;17D08C01;17D08C01S02;ZONA 9;LOS CHILLOS;CONOCOTO NORTE;CONOCOTO NORTE 2;17;1701;170156;PICHINCHA;QUITO;CONOCOTO;DELITOS CONTRA EL DERECHO A LA PROPIEDAD;RECEPTACIÓN;SIN_DATO
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;ABANDONADO;ARTESANAL;18/01/2024;3:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 8;09D10;09D10C03;09D10C03S01;ZONA 8;PROGRESO;PROGRESO;PROGRESO 1;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;SICARIATO;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.22;SEMI AUTOMÁTICO;APREHENDIDO;ARTESANAL;18/01/2024;14:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;23D02;23D02C08;23D02C08S01;ZONA 4;SANTO DOMINGO OESTE;VALLE HERMOSO;VALLE HERMOSO 1;23;2301;230155;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VALLE HERMOSO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SEMI AUTOMÁTICO;APREHENDIDO;ARTESANAL;18/01/2024;14:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;23D02;23D02C08;23D02C08S01;ZONA 4;SANTO DOMINGO OESTE;VALLE HERMOSO;VALLE HERMOSO 1;23;2301;230155;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VALLE HERMOSO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.020;ARMA DE FUEGO;OTROS;1;OTRO;TIRO A TIRO;RECUPERADO;ARTESANAL;18/01/2024;14:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;21D03;21D03C04;21D03C04S01;ZONA 1;PUTUMAYO;PUERTO DEL CARMEN;PUERTO DEL CARMEN 1;21;2103;210350;SUCUMBIOS;PUTUMAYO;PUERTO EL CARMEN DEL PUTUMAYO;DELITOS CONTRA PERSONAS Y BIENES PROTEGIDOS POR EL DERECHO INTERNACIONAL HUMANITARIO;ARMAS PROHIBIDAS POR EL DERECHO INTERNACIONAL HUMANITARIO;SIN_DATO
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;18/01/2024;18:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;23D03;23D03C01;23D03C01S01;ZONA 4;LA CONCORDIA;CONCORDIA NORTE;CONCORDIA NORTE 1;23;808;80850;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;LA CONCORDIA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.004;ARMA DE FUEGO;CARABINAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;18/01/2024;19:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 1;21D04;21D04C05;21D04C05S01;ZONA 1;SHUSHUFINDI;LIMONCOCHA;LIMONCOCHA 1;21;2104;210451;SUCUMBIOS;SHUSHUFINDI;LIMONCOCHA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.004;ARMA DE FUEGO;CARABINAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;18/01/2024;19:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 1;21D04;21D04C05;21D04C05S01;ZONA 1;SHUSHUFINDI;LIMONCOCHA;LIMONCOCHA 1;21;2104;210451;SUCUMBIOS;SHUSHUFINDI;LIMONCOCHA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.004;ARMA DE FUEGO;CARABINAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;18/01/2024;19:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 1;21D04;21D04C05;21D04C05S01;ZONA 1;SHUSHUFINDI;LIMONCOCHA;LIMONCOCHA 1;21;2104;210451;SUCUMBIOS;SHUSHUFINDI;LIMONCOCHA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;RETENIDO;ARTESANAL;18/01/2024;18:40;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 8;09D06;09D06C01;09D06C01S05;ZONA 8;FLORIDA;BELLAVISTA;BELLAVISTA 5;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;.38;TIRO A TIRO;ABANDONADO;ARTESANAL;18/01/2024;15:40;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 5;12D03;12D03C04;12D03C04S01;ZONA 5;QUEVEDO;LA MERCED;LA MERCED 1;12;1205;120550;LOS RIOS;QUEVEDO;QUEVEDO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;18/01/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 1;08D01;08D01C19;08D01C19S01;ZONA 1;ESMERALDAS;TABIAZO;TABIAZO 1;8;801;80165;ESMERALDAS;ESMERALDAS;TABIAZO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;18/01/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 1;08D01;08D01C19;08D01C19S01;ZONA 1;ESMERALDAS;TABIAZO;TABIAZO 1;8;801;80165;ESMERALDAS;ESMERALDAS;TABIAZO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;18/01/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 1;08D01;08D01C19;08D01C19S01;ZONA 1;ESMERALDAS;TABIAZO;TABIAZO 1;8;801;80165;ESMERALDAS;ESMERALDAS;TABIAZO;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.020;ARMA DE FUEGO;OTROS;1;OTRO;SE DESCONOCE;APREHENDIDO;ARTESANAL;18/01/2024;19:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 8;09D08;09D08C01;09D08C01S01;ZONA 8;NUEVA PROSPERINA;NUEVA PROSPERINA;NUEVA PROSPERINA 1;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA LIBERTAD PERSONAL;SECUESTRO EXTORSIVO;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;APREHENDIDO;ARTESANAL;18/01/2024;19:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 8;09D08;09D08C01;09D08C01S01;ZONA 8;NUEVA PROSPERINA;NUEVA PROSPERINA;NUEVA PROSPERINA 1;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA LIBERTAD PERSONAL;SECUESTRO EXTORSIVO;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;18/01/2024;17:45;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 4;13D02;13D02C09;13D02C09S02;ZONA 4;MANTA;MIRAFLORES;MIRAFLORES 2;13;1308;130850;MANABI;MANTA;MANTA;DELITOS CONTRA LA SEGURIDAD PÚBLICA;TENENCIA Y PORTE DE ARMAS;SIN_DATO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;18/01/2024;17:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;08D01;08D01C08;08D01C08S01;ZONA 1;ESMERALDAS;VALLE HERMOSO;VALLE HERMOSO 1;8;801;80150;ESMERALDAS;ESMERALDAS;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;APREHENDIDO;IMPORTADA;18/01/2024;17:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;08D01;08D01C08;08D01C08S01;ZONA 1;ESMERALDAS;VALLE HERMOSO;VALLE HERMOSO 1;8;801;80150;ESMERALDAS;ESMERALDAS;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA;ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS NO AUTORIZADOS;SIN_DATO
